ID,String,Draw,Pick,Creator,V1,V2,Watermark,White
32,"The primal, ball-slapping sex your parents are having right now.",,,NULL,f,f,X3,TRUE
54,The profoundly handicapped.,,,NULL,t,t,NULL,TRUE
55,The Quesadilla Explosion Salad from Chili’s.,,,NULL,f,f,X3,TRUE
187,The Rapture.,,,NULL,t,t,NULL,TRUE
24,"The Rev. Dr. Martin Luther King, Jr.",,,NULL,t,t,NULL,TRUE
25,The rocket launcher.,,,NULL,f,f,X3,TRUE
1014,The Royal Canadian Mounted Police.,,,NULL,f,f,CAN,TRUE
1140,The shambling corpse of Larry King.,,,NULL,f,f,X1,TRUE
1054,The socialist governments of Scandinavia have declared that access to ____ is a basic human right.,0,1,NULL,f,f,X1,FALSE
90,The South.,,,NULL,t,t,NULL,TRUE
1327,The systematic destruction of an entire people and their way of life.,,,NULL,f,f,X3,TRUE
241,The taint; the grundle; the fleshy fun-bridge.,,,NULL,t,t,NULL,TRUE
167,The Tempur-Pedic® Swedish Sleep System™.,,,NULL,t,t,NULL,TRUE
42,The terrorists.,,,NULL,t,t,NULL,TRUE
1379,The thin veneer of situational causality that underlies porn.,,,NULL,f,f,X3,TRUE
341,The Thong Song.,,,NULL,t,f,1.1,TRUE
72,The Three-Fifths compromise.,,,NULL,t,t,NULL,TRUE
160,The token minority.,,,NULL,t,t,NULL,TRUE
418,The Trail of Tears.,,,NULL,t,t,NULL,TRUE
508,The true meaning of Christmas.,,,NULL,f,t,1.2,TRUE
284,The Übermensch.,,,NULL,t,t,NULL,TRUE
82,The Underground Railroad.,,,NULL,t,t,NULL,TRUE
10,The violation of our most basic human rights.,,,NULL,t,t,NULL,TRUE
362,The Virginia Tech Massacre.,,,NULL,t,t,NULL,TRUE
1176,"The votes are in, and the new high school mascot is ____.",0,1,NULL,f,f,X2,FALSE
1177,The way white people is.,,,NULL,f,f,X3,TRUE
235,The World of Warcraft.,,,NULL,t,t,NULL,TRUE
401,Third base.,,,NULL,t,t,NULL,TRUE
288,This answer is postmodern.,,,NULL,t,f,1.1,TRUE
6,This is the way the world ends / This is the way the world ends / This is the way the world ends / Not with a bang but with _____.,0,1,NULL,t,t,NULL,FALSE
1160,This is your captain speaking. Fasten your seatbelts and prepare for ____.,0,1,NULL,f,f,X2,FALSE
1166,"This month's Cosmo: ""Spice up your sex life by bringing ____ into the bedroom.""",0,1,NULL,f,f,X2,FALSE
1057,"This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only ____ and his wits.",0,1,NULL,f,f,X1,FALSE
403,Those times when you get sand in your vagina.,,,NULL,t,f,1.1,TRUE
1359,Three months in the hole.,,,NULL,f,f,X3,TRUE
1042,Throwing a virgin into a volcano.,,,NULL,f,f,B,TRUE
363,Tiger Woods.,,,NULL,t,f,1.1,TRUE
1242,Tiny nipples.,,,NULL,f,f,X2,TRUE
1243,"To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of ____.",0,1,NULL,f,f,X3,FALSE
55,Tom Cruise.,,,NULL,t,t,NULL,TRUE
1203,Tongue.,,,NULL,f,f,X2,TRUE
144,Toni Morrison's vagina.,,,NULL,t,t,NULL,TRUE
1179,Tonight on 20/20: What you don't know about ____ could kill you.,0,1,NULL,f,f,X2,FALSE
378,Too much hair gel.,,,NULL,t,t,NULL,TRUE
1143,Tripping balls.,,,NULL,f,f,X1,TRUE
8,TSA guidelines now prohibit _____ on airplanes.,0,1,NULL,t,t,NULL,FALSE
9,Turns out that ____-Man was neither the hero we needed nor wanted.,0,1,NULL,f,f,X3,FALSE
21,Tweeting.,,,NULL,t,f,1.1,TRUE
483,Tweeting.,,,NULL,f,t,1.2,TRUE
130,Twinkies®.,,,NULL,t,f,1.1,TRUE
396,Two midgets shitting into a bucket.,,,NULL,t,t,NULL,TRUE
469,Unfathomable stupidity.,,,NULL,f,t,1.2,TRUE
1349,"Unlimited soup, salad, and breadsticks.",,,NULL,f,f,X3,TRUE
1205,Upgrading homeless people to mobile hotspots.,,,NULL,f,f,X2,TRUE
119,Uppercuts.,,,NULL,t,t,NULL,TRUE
218,Vehicular manslaughter.,,,NULL,t,t,NULL,TRUE
1351,Velcro.,,,NULL,f,f,X3,TRUE
1397,Vespene gas.,,,NULL,f,f,X3,TRUE
11,Viagra®.,,,NULL,t,t,NULL,TRUE
1323,Vietnam flashbacks.,,,NULL,f,f,X3,TRUE
495,Vigilante justice.,,,NULL,f,t,1.2,TRUE
4,Vigorous jazz hands.,,,NULL,t,t,NULL,TRUE
80,Vikings.,,,NULL,t,t,NULL,TRUE
81,Violating the First Law of Robotics.,,,NULL,f,f,X3,TRUE
82,Vomiting mid-blowjob.,,,NULL,f,f,X3,TRUE
168,Waiting 'til marriage.,,,NULL,t,t,NULL,TRUE
211,Waking up half-naked in a Denny's parking lot.,,,NULL,t,t,NULL,TRUE
34,War! What is it good for?,0,1,NULL,t,t,NULL,FALSE
1325,"Warm, velvety muppet sex.",,,NULL,f,f,X3,TRUE
78,Waterboarding.,,,NULL,t,t,NULL,TRUE
1192,Weapons-grade plutonium.,,,NULL,f,f,X2,TRUE
1206,Wearing an octopus for a hat.,,,NULL,f,f,X2,TRUE
275,Wearing underwear inside-out to avoid doing laundry.,,,NULL,t,t,NULL,TRUE
63,What am I giving up for Lent?,0,1,NULL,t,t,NULL,FALSE
39,What are my parents hiding from me?,0,1,NULL,t,t,NULL,FALSE
1064,What brought the orgy to a grinding halt?,0,1,NULL,f,f,X1,FALSE
38,What did I bring back from Mexico?,0,1,NULL,t,t,NULL,FALSE
43,What did the U.S. airdrop to the children of Afghanistan?,0,1,NULL,t,t,NULL,FALSE
73,What did Vin Diesel eat for dinner?,0,1,NULL,t,t,NULL,FALSE
62,What do old people smell like?,0,1,NULL,t,t,NULL,FALSE
22,What does Dick Cheney prefer?,0,1,NULL,t,t,NULL,FALSE
48,What don't you want to find in your Chinese food?,0,1,NULL,t,t,NULL,FALSE
9,What ended my last relationship?,0,1,NULL,t,t,NULL,FALSE
75,What gets better with age?,0,1,NULL,t,t,NULL,FALSE
58,What gives me uncontrollable gas?,0,1,NULL,t,t,NULL,FALSE
1061,What has been making life difficult at the nudist colony?,0,1,NULL,f,f,X1,FALSE
40,What helps Obama unwind?,0,1,NULL,t,t,NULL,FALSE
7,What is Batman's guilty pleasure?,0,1,NULL,t,t,NULL,FALSE
8,What left this stain on my couch?,0,1,NULL,f,f,X3,FALSE
56,What never fails to liven up the party?,0,1,NULL,t,t,NULL,FALSE
36,What will always get you laid?,0,1,NULL,t,t,NULL,FALSE
49,What will I bring back in time to convince people that I am a powerful wizard?,0,1,NULL,t,t,NULL,FALSE
42,"What would grandma find disturbing, yet oddly charming?",0,1,NULL,t,t,NULL,FALSE
3,What's a girl's best friend?,0,1,NULL,t,t,NULL,FALSE
77,What's my anti-drug?,0,1,NULL,t,t,NULL,FALSE
59,What's my secret power?,0,1,NULL,t,t,NULL,FALSE
70,What's Teach for America using to inspire inner city students to succeed?,0,1,NULL,t,t,NULL,FALSE
4,What's that smell?,0,1,NULL,t,t,NULL,FALSE
15,What's that sound?,0,1,NULL,t,t,NULL,FALSE
1008,What's the Canadian government using to inspire rural students to succeed?,0,1,NULL,f,f,CAN,FALSE
71,What's the crustiest?,0,1,NULL,t,t,NULL,FALSE
1056,What's the gift that keeps on giving?,0,1,NULL,f,f,X1,FALSE
25,What's the most emo?,0,1,NULL,t,t,NULL,FALSE
44,What's the new fad diet?,0,1,NULL,t,t,NULL,FALSE
17,What's the next Happy Meal® toy?,0,1,NULL,t,t,NULL,FALSE
27,What's the next superhero?,0,1,NULL,t,f,1.1,FALSE
93,What's the next superhero/sidekick duo?,0,2,NULL,f,t,1.2,FALSE
41,What's there a ton of in heaven?,0,1,NULL,t,t,NULL,FALSE
1050,"When all else fails, I can always masturbate to ____.",0,1,NULL,f,f,X1,FALSE
47,"When I am a billionare, I shall erect a 50-foot statue to commemorate _____.",0,1,NULL,t,t,NULL,FALSE
45,"When I am the President of the United States, I will create the Department of _____.",0,1,NULL,t,t,NULL,FALSE
1058,"When I pooped, what came out of my butt?",0,1,NULL,f,f,X1,FALSE
88,"When I was tripping on acid, _____ turned into _____.",0,2,NULL,t,t,NULL,FALSE
37,"When I'm in prison, I'll have _____ smuggled in.",0,1,NULL,t,f,1.1,FALSE
60,"When Pharaoh remained unmoved, Moses called down a plague of _____.",0,1,NULL,t,t,NULL,FALSE
410,When you fart and a little bit comes out.,,,NULL,t,t,NULL,TRUE
411,"When you get right down to it, ____ is just ____.",0,2,NULL,f,f,X3,FALSE
53,"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into research on _____.",0,1,NULL,t,t,NULL,FALSE
1201,Whining like a little bitch.,,,NULL,f,f,X2,TRUE
1234,Whipping a disobedient slave.,,,NULL,f,f,X2,TRUE
140,Whipping it out.,,,NULL,t,t,NULL,TRUE
31,White people like _____.,0,1,NULL,t,t,NULL,FALSE
124,White people.,,,NULL,t,t,NULL,TRUE
392,White privilege.,,,NULL,t,t,NULL,TRUE
16,Who stole the cookies from the cookie jar?,0,1,NULL,t,f,1.1,FALSE
76,Why am I sticky?,0,1,NULL,t,t,NULL,FALSE
1,Why can't I sleep at night?,0,1,NULL,t,t,NULL,FALSE
66,Why do I hurt all over?,0,1,NULL,t,t,NULL,FALSE
397,Wifely duties.,,,NULL,t,t,NULL,TRUE
398,Wil Wheaton crashing an actual spaceship.,,,NULL,f,f,X3,TRUE
143,Will Smith.,,,NULL,t,f,1.1,TRUE
50,William Shatner.,,,NULL,t,t,NULL,TRUE
332,Winking at old people.,,,NULL,t,t,NULL,TRUE
386,Wiping her butt.,,,NULL,t,t,NULL,TRUE
387,"With enough time and pressure, ____ will turn into ____.",0,2,NULL,f,f,X3,FALSE
441,Women in yogurt commercials.,,,NULL,t,t,NULL,TRUE
433,Women's suffrage.,,,NULL,t,t,NULL,TRUE
1144,"Words, words, words.",,,NULL,f,f,X1,TRUE
224,World peace.,,,NULL,t,t,NULL,TRUE
127,Yeast.,,,NULL,t,t,NULL,TRUE
128,You have been waylaid by ____ and must defend yourself.,0,1,NULL,f,f,X3,FALSE
1180,You haven't truly lived until you've experienced ____ and ____ at the same time.,0,2,NULL,f,f,X2,FALSE
98,YOU MUST CONSTRUCT ADDITIONAL PYLONS.,,,NULL,t,t,NULL,TRUE
1145,Zeus's sexual appetites.,,,NULL,f,f,X1,TRUE
